Trade: EGLDUSDT | 1666274127413 | TimeStarted: [21:55 20-Oct-22] | TimeUpdated: [22:55 20-Oct-22] | LongestUpdate: 17.0m | Origin: Hirn | Status: profit_________________________________
Trade: EGLDUSDT | 1666437694543 | TimeStarted: [19:21 22-Oct-22] | TimeUpdated: [19:21 22-Oct-22] | LongestUpdate: 0.0m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666437788516 | TimeStarted: [19:23 22-Oct-22] | TimeUpdated: [19:23 22-Oct-22] | LongestUpdate: 0.0m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666437867531 | TimeStarted: [19:24 22-Oct-22] | TimeUpdated: [19:25 22-Oct-22] | LongestUpdate: 0.5m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666437926729 | TimeStarted: [19:25 22-Oct-22] | TimeUpdated: [19:26 22-Oct-22] | LongestUpdate: 0.6m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666438016108 | TimeStarted: [19:26 22-Oct-22] | TimeUpdated: [19:27 22-Oct-22] | LongestUpdate: 0.1m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666438123181 | TimeStarted: [19:28 22-Oct-22] | TimeUpdated: [19:28 22-Oct-22] | LongestUpdate: 0.0m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666438175827 | TimeStarted: [19:29 22-Oct-22] | TimeUpdated: [19:30 22-Oct-22] | LongestUpdate: 0.4m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666438175827 | TimeStarted: [19:29 22-Oct-22] | TimeUpdated: [19:31 22-Oct-22] | LongestUpdate: 1.0m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666438225182 | TimeStarted: [19:30 22-Oct-22] | TimeUpdated: [19:31 22-Oct-22] | LongestUpdate: 0.6m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666438444872 | TimeStarted: [19:34 22-Oct-22] | TimeUpdated: [19:34 22-Oct-22] | LongestUpdate: 0.0m | Origin: Hirn | Status: profit_________________________________

Trade: EGLDUSDT | 1666438880023 | TimeStarted: [19:41 22-Oct-22] | TimeUpdated: [19:42 22-Oct-22] | LongestUpdate: 0.7m | Origin: Hirn | Status: profit_________________________________

Trade: ETHBTC | 1666878227196 | TimeStarted: [21:43 27-Oct-22] | TimeUpdated: [21:44 27-Oct-22] | LongestUpdate: 0.2m | Origin: Hirn | Status: profit_________________________________

Trade: ETHBTC | 1666879968944 | TimeStarted: [22:12 27-Oct-22] | TimeUpdated: [22:13 27-Oct-22] | LongestUpdate: 0.2m | Origin: Hirn | Status: profit_________________________________

Trade: ETHBTC | 1666879977797 | TimeStarted: [22:12 27-Oct-22] | TimeUpdated: [22:13 27-Oct-22] | LongestUpdate: 0.0m | Origin: Hirn | Status: profit_________________________________

Trade: ETHBTC | 1666879968944 | TimeStarted: [22:12 27-Oct-22] | TimeUpdated: [22:15 27-Oct-22] | LongestUpdate: 2.0m | Origin: Hirn | Status: profit_________________________________

Trade: ETHBTC | 1666879977797 | TimeStarted: [22:12 27-Oct-22] | TimeUpdated: [22:15 27-Oct-22] | LongestUpdate: 2.0m | Origin: Hirn | Status: profit_________________________________

Trade: ETHBTC | 1666880136150 | TimeStarted: [22:15 27-Oct-22] | TimeUpdated: [22:15 27-Oct-22] | LongestUpdate: 0.0m | Origin: Hirn | Status: profit_________________________________

Trade: ETHBTC | 1666880313638 | TimeStarted: [22:18 27-Oct-22] | TimeUpdated: [22:18 27-Oct-22] | LongestUpdate: 0.0m | Origin: Hirn | Status: profit_________________________________

Trade: ETHBTC | 1666880323307 | TimeStarted: [22:18 27-Oct-22] | TimeUpdated: [22:18 27-Oct-22] | LongestUpdate: 0.0m | Origin: Hirn | Status: profit_________________________________

